months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger,elapsed_fraction
2.99,6698.8,Volkswagen,Polo,2022,petrol,brake_service,57,4301.2,heavy,km,0.6153
0.71,947.4,Honda,Accord,2022,petrol,brake_service,191,8918.4,average,time,0.102
2.57,2511.5,Maruti,Vitara,2016,petrol,inspection,95,2998.5,light,time,0.4521
1.52,1266.2,Toyota,Camry,2021,petrol,full_service,132,3845.4,light,time,0.26
5.61,12765.6,Hyundai,i20,2019,diesel,brake_service,11,850.8,average,time,0.9377
0.94,1261.4,Honda,Accord,2020,petrol,oil_change,118,5305.4,average,time,0.1954
4.45,6440.7,Volkswagen,Tiguan,2013,petrol,oil_change,34,1559.3,average,km,0.8003
1.45,2260.9,BMW,3 Series,2018,petrol,oil_change,112,5734.1,average,time,0.2826
0.53,898.9,Volkswagen,Golf,2019,petrol,oil_change,159,8863.8,average,time,0.0927
1.55,1837.7,BMW,5 Series,2023,diesel,full_service,173,6459.2,average,time,0.2147
3.39,5537.9,Hyundai,Creta,2012,petrol,oil_change,47,2462.1,average,km,0.6881
0.48,445.3,Honda,CR-V,2024,petrol,full_service,177,5321.5,light,time,0.0755
0.2,325.7,Volkswagen,Golf,2014,diesel,oil_change,175,9072.5,average,time,0.0339
3.14,8434.5,Ford,Escape,2016,petrol,full_service,17,1565.5,heavy,km,0.8501
0.25,815.4,Honda,Accord,2020,electric,oil_change,341,40434.0,heavy,time,0.022
3.18,5405.3,BMW,X3,2014,diesel,oil_change,55,3109.8,average,time,0.6374
7.92,10873.4,Volkswagen,Tiguan,2022,electric,oil_change,179,8042.7,average,time,0.574
0.44,1539.4,BMW,X3,2021,petrol,oil_change,84,9460.6,heavy,km,0.1376
9.24,7292.7,Hyundai,Creta,2012,electric,oil_change,33,857.3,light,time,0.8937
5.45,14870.1,Honda,Accord,2020,diesel,oil_change,1,129.9,heavy,km,0.9946
0.46,1490.7,Hyundai,i20,2021,petrol,oil_change,88,9509.3,heavy,km,0.1384
0.4,1018.3,Toyota,RAV4,2013,diesel,inspection,133,10981.7,heavy,km,0.0835
1.92,7322.6,BMW,X3,2019,diesel,oil_change,61,7677.4,heavy,km,0.4875
3.36,11058.9,Maruti,Vitara,2014,diesel,oil_change,8,941.1,heavy,km,0.9257
5.74,10303.5,Hyundai,Creta,2011,diesel,oil_change,16,952.3,average,time,0.9149
2.17,1755.4,Hyundai,Tucson,2024,diesel,full_service,93,2489.0,light,time,0.4151
5.12,6247.0,Toyota,Camry,2024,petrol,oil_change,51,2084.8,average,time,0.7523
0.2,272.2,BMW,5 Series,2015,diesel,brake_service,190,9777.9,average,time,0.0311
3.35,3030.5,Ford,Escape,2011,diesel,oil_change,85,2560.9,light,time,0.5442
1.25,4525.4,Maruti,Vitara,2013,hybrid,full_service,42,5074.6,heavy,km,0.4757
2.49,3277.6,BMW,5 Series,2012,petrol,full_service,114,4722.4,average,km,0.4003
3.72,2243.3,Honda,Accord,2020,diesel,oil_change,67,1341.8,light,time,0.627
4.94,4759.0,BMW,X3,2016,petrol,inspection,39,1221.2,light,time,0.7961
2.59,1885.5,Maruti,Swift,2012,hybrid,oil_change,133,3111.5,light,time,0.3729
0.74,2043.3,Ford,Escape,2018,petrol,oil_change,87,7956.7,heavy,km,0.206
2.92,4546.7,Ford,Focus,2020,diesel,inspection,90,4595.5,average,time,0.4967
3.03,3235.5,BMW,3 Series,2015,petrol,brake_service,71,2473.9,light,time,0.5659
3.92,7502.9,Ford,Focus,2020,petrol,oil_change,38,2497.1,average,km,0.7568
1.09,2778.3,BMW,3 Series,2020,diesel,inspection,143,12221.7,heavy,km,0.189
0.46,1267.7,BMW,X3,2020,diesel,full_service,142,13732.3,heavy,km,0.0888
3.91,9369.1,Honda,Accord,2010,hybrid,oil_change,4,230.9,heavy,km,0.9667
0.15,208.4,Toyota,Camry,2013,hybrid,brake_service,180,8264.0,average,time,0.0252
4.39,7276.8,BMW,X3,2014,hybrid,inspection,41,2323.2,average,km,0.7641
0.68,952.9,Ford,Escape,2022,petrol,oil_change,166,8057.6,average,time,0.1104
2.61,7148.7,Maruti,Swift,2014,petrol,oil_change,10,851.3,heavy,km,0.8926
6.2,7032.3,Maruti,Baleno,2019,electric,full_service,186,6923.3,average,time,0.5037
1.78,3341.3,Volkswagen,Golf,2014,diesel,inspection,137,8115.7,average,time,0.283
2.33,6635.8,Hyundai,i20,2014,petrol,inspection,15,1364.2,heavy,km,0.827
4.93,12321.9,Hyundai,Tucson,2021,hybrid,inspection,11,878.1,heavy,km,0.9317
0.03,78.1,Toyota,Camry,2017,diesel,oil_change,137,14921.9,heavy,km,0.0061
3.0,9392.5,Maruti,Baleno,2016,petrol,oil_change,5,607.5,heavy,km,0.9463
6.09,9935.2,BMW,X3,2017,diesel,brake_service,14,765.0,average,time,0.9287
3.69,6705.7,Hyundai,Creta,2013,petrol,brake_service,22,1294.3,average,km,0.834
5.16,8565.3,Ford,Escape,2013,diesel,full_service,11,626.5,average,time,0.9323
1.87,1895.1,Honda,CR-V,2021,petrol,oil_change,124,3973.6,light,time,0.3141
4.0,4225.2,Toyota,RAV4,2021,diesel,full_service,78,2708.5,average,time,0.6086
4.85,11561.8,Honda,CR-V,2022,diesel,full_service,21,1645.8,heavy,time,0.8746
2.65,1766.7,Honda,Civic,2013,hybrid,oil_change,97,2145.0,light,time,0.4552
0.14,362.0,Volkswagen,Tiguan,2024,diesel,oil_change,187,15394.5,heavy,time,0.0226
5.1,7349.1,Volkswagen,Golf,2018,petrol,oil_change,28,1330.5,average,time,0.8484
3.17,2688.4,BMW,5 Series,2024,petrol,full_service,115,3121.6,light,time,0.4565
0.23,783.8,BMW,X3,2019,diesel,oil_change,134,14216.2,heavy,km,0.0506
0.83,2586.7,BMW,5 Series,2024,diesel,full_service,138,13913.3,heavy,km,0.1545
0.78,1378.6,Honda,Accord,2011,petrol,full_service,109,6621.4,average,km,0.178
4.23,13595.4,Toyota,Corolla,2019,diesel,oil_change,13,1404.6,heavy,km,0.9056
2.35,7185.2,BMW,3 Series,2017,diesel,oil_change,78,7814.8,heavy,km,0.4787
1.71,3124.3,Honda,Civic,2011,diesel,brake_service,110,6605.4,average,time,0.3214
5.4,9833.1,Honda,Accord,2016,petrol,full_service,3,166.9,average,km,0.9797
1.59,2823.4,Honda,Civic,2019,petrol,full_service,125,7176.6,average,km,0.2786
2.89,8928.3,Hyundai,Creta,2019,petrol,full_service,11,1071.7,heavy,km,0.8893
8.84,15289.0,Hyundai,i20,2015,electric,full_service,78,4386.7,average,time,0.7762
4.7,2857.5,Toyota,Camry,2021,diesel,inspection,40,799.5,light,time,0.7811
2.74,2063.1,Volkswagen,Golf,2018,hybrid,oil_change,87,2135.5,light,time,0.4897
1.8,2823.8,Ford,Focus,2011,petrol,oil_change,105,5176.2,average,km,0.3437
4.75,5915.0,Hyundai,i20,2019,petrol,oil_change,39,1621.0,average,time,0.787
4.52,3302.4,Toyota,Camry,2012,petrol,oil_change,34,835.4,light,time,0.8026
2.18,2962.4,BMW,5 Series,2016,hybrid,brake_service,116,5057.1,average,time,0.3632
1.9,3366.1,Maruti,Vitara,2017,petrol,inspection,115,6633.9,average,km,0.3352
3.54,6897.2,Volkswagen,Golf,2020,petrol,full_service,47,3102.8,average,km,0.6941
0.75,2150.6,Honda,Accord,2020,diesel,oil_change,143,12849.4,heavy,km,0.1373
3.85,4961.2,Honda,Accord,2013,petrol,full_service,59,2496.7,average,time,0.6655
5.11,8505.7,Honda,CR-V,2024,hybrid,full_service,5,276.4,average,time,0.9685
3.21,6501.1,Toyota,Corolla,2017,diesel,inspection,66,4393.3,heavy,time,0.596
1.57,3224.6,Hyundai,Creta,2020,petrol,oil_change,97,6775.4,heavy,km,0.3284
3.33,6258.9,Honda,Civic,2018,hybrid,full_service,68,4165.4,heavy,time,0.6003
2.5,4418.8,Volkswagen,Tiguan,2014,petrol,oil_change,62,3581.2,average,km,0.5498
9.86,38434.9,Maruti,Vitara,2024,electric,brake_service,16,2074.7,heavy,time,0.9488
2.77,8272.2,Volkswagen,Polo,2021,hybrid,inspection,47,4927.8,heavy,km,0.6401
1.96,6638.8,Toyota,RAV4,2017,hybrid,oil_change,48,5361.2,heavy,km,0.5556
2.71,5522.9,Maruti,Baleno,2011,petrol,full_service,36,2477.1,average,km,0.6944
5.61,5139.2,Maruti,Baleno,2014,petrol,full_service,43,1329.7,light,time,0.7973
4.82,7130.3,Volkswagen,Polo,2012,petrol,full_service,20,869.7,average,km,0.8821
3.02,3396.1,Hyundai,i20,2021,petrol,inspection,102,3804.7,average,time,0.473
0.13,88.0,Ford,Fiesta,2019,petrol,full_service,174,4682.9,average,time,0.0227
0.08,153.6,BMW,3 Series,2015,diesel,full_service,100,11846.4,heavy,km,0.0247
5.14,4764.4,Hyundai,Tucson,2021,diesel,oil_change,52,1533.7,light,time,0.752
5.25,6882.6,Hyundai,i20,2018,petrol,oil_change,17,754.7,average,time,0.9015
2.43,4706.8,Ford,Escape,2013,electric,oil_change,241,15552.2,average,time,0.2346
4.96,8715.0,Volkswagen,Golf,2021,diesel,oil_change,23,1341.1,average,time,0.8675
4.23,8405.8,Hyundai,i20,2010,diesel,oil_change,43,2797.4,average,time,0.7487
5.59,10510.4,Maruti,Baleno,2022,petrol,oil_change,7,489.6,average,km,0.9585
4.72,4439.1,Honda,Civic,2024,petrol,oil_change,44,1367.4,light,time,0.765
1.52,2572.1,Maruti,Vitara,2015,petrol,oil_change,94,5427.9,average,km,0.3297
1.14,1817.2,Hyundai,i20,2020,petrol,full_service,108,5637.9,average,time,0.2438
3.1,6151.1,BMW,5 Series,2012,diesel,full_service,82,5298.5,average,time,0.5343
5.24,8795.8,Honda,CR-V,2010,hybrid,oil_change,14,804.2,average,km,0.9189
1.39,1471.3,Volkswagen,Golf,2014,diesel,inspection,109,3912.5,average,time,0.281
1.87,1564.1,BMW,3 Series,2023,petrol,oil_change,76,2060.3,light,time,0.4282
0.09,335.2,Toyota,RAV4,2021,petrol,inspection,86,10664.8,heavy,km,0.0297
4.42,6599.1,BMW,X3,2018,petrol,full_service,62,3051.0,average,time,0.6842
3.82,6602.7,Honda,CR-V,2013,electric,oil_change,267,14950.6,average,time,0.3033
0.08,157.8,BMW,X3,2020,petrol,full_service,101,9842.2,heavy,km,0.0232
6.87,8556.2,Hyundai,Creta,2011,electric,full_service,164,6774.3,average,time,0.5607
0.35,359.4,Maruti,Swift,2012,petrol,oil_change,151,5030.9,light,time,0.0655
10.84,15528.0,BMW,5 Series,2017,electric,full_service,65,3030.5,average,time,0.8362
6.0,11801.8,Toyota,Corolla,2010,electric,inspection,199,12908.1,average,time,0.4782
2.23,1366.5,Honda,Accord,2014,diesel,full_service,143,2921.7,light,time,0.3217
1.91,3637.9,BMW,5 Series,2011,diesel,inspection,115,7059.1,average,time,0.3356
2.73,4548.1,Maruti,Swift,2023,petrol,oil_change,75,4123.9,average,time,0.5266
2.67,5531.5,Toyota,Camry,2011,diesel,oil_change,95,6468.5,average,km,0.4616
9.37,11577.6,Ford,Focus,2024,electric,full_service,106,4278.8,average,time,0.7291
2.04,4583.7,Hyundai,Tucson,2015,hybrid,brake_service,69,5016.3,average,km,0.4745
4.65,9530.0,Toyota,Camry,2024,petrol,inspection,21,1470.0,heavy,km,0.8722
1.1,3622.4,BMW,X3,2013,electric,full_service,324,34787.5,heavy,time,0.0936
0.83,1297.4,Toyota,Corolla,2016,diesel,full_service,148,7802.3,average,time,0.1458
1.19,4582.7,BMW,3 Series,2020,petrol,oil_change,44,5417.3,heavy,km,0.4515
2.53,2514.6,Ford,Fiesta,2020,petrol,brake_service,90,3063.4,light,time,0.4616
2.55,2429.8,Hyundai,i20,2014,petrol,inspection,80,2490.2,light,time,0.4912
0.94,1138.7,Maruti,Swift,2020,petrol,oil_change,150,5992.1,average,time,0.1602
0.35,1014.4,Ford,Focus,2017,petrol,inspection,96,8985.6,heavy,km,0.0998
1.84,5538.9,Toyota,RAV4,2017,hybrid,full_service,65,6461.1,heavy,km,0.4641
1.72,2824.0,Volkswagen,Tiguan,2017,petrol,oil_change,126,7176.0,average,km,0.2936
5.0,4987.7,Volkswagen,Golf,2014,electric,oil_change,213,7105.4,light,time,0.4164
9.02,11462.4,Ford,Escape,2015,electric,oil_change,94,3924.5,average,time,0.744
0.12,503.6,Volkswagen,Polo,2012,hybrid,oil_change,74,9096.4,heavy,km,0.049
2.93,7891.8,Maruti,Vitara,2021,hybrid,oil_change,60,5308.2,heavy,km,0.5972
3.08,2131.7,Ford,Fiesta,2013,petrol,inspection,96,2184.2,light,time,0.4936
1.24,2594.1,BMW,5 Series,2017,diesel,oil_change,119,8294.8,average,time,0.2417
2.53,4295.8,Ford,Escape,2012,hybrid,full_service,102,5469.3,average,time,0.4299
5.36,3506.6,Honda,Civic,2022,diesel,oil_change,28,608.8,light,time,0.8529
2.59,9383.1,Volkswagen,Tiguan,2023,petrol,full_service,13,1616.9,heavy,km,0.856
6.34,8439.6,Maruti,Baleno,2024,electric,brake_service,202,8830.8,average,time,0.4879
0.36,975.9,Maruti,Baleno,2012,diesel,oil_change,122,11024.1,heavy,km,0.0825
2.08,2889.6,Toyota,RAV4,2024,petrol,full_service,109,5088.6,average,time,0.3684
1.32,1554.3,Volkswagen,Golf,2018,petrol,brake_service,137,5374.3,average,time,0.2268
4.27,7068.5,Volkswagen,Tiguan,2012,diesel,brake_service,37,2025.2,average,time,0.7767
0.27,431.9,Hyundai,i20,2014,petrol,full_service,131,7568.1,average,km,0.0594
5.17,6961.8,BMW,5 Series,2010,diesel,oil_change,33,1450.1,average,time,0.8283
4.14,7325.7,BMW,3 Series,2012,diesel,oil_change,74,4321.6,average,time,0.6303
2.06,2965.8,Toyota,RAV4,2020,hybrid,oil_change,118,5755.0,average,time,0.347
2.01,3579.8,Volkswagen,Tiguan,2010,petrol,full_service,76,4420.2,average,km,0.447
4.29,7405.7,BMW,3 Series,2013,hybrid,full_service,39,2194.3,average,km,0.7708
1.95,1948.5,Honda,CR-V,2018,diesel,oil_change,118,3811.8,light,time,0.3356
5.25,6703.1,BMW,X3,2017,petrol,brake_service,20,859.9,average,time,0.8867
3.35,3236.1,Ford,Fiesta,2016,petrol,full_service,50,1571.3,light,time,0.6695
2.07,5539.9,Volkswagen,Tiguan,2020,hybrid,full_service,73,6460.1,heavy,km,0.4639
1.67,1920.9,Volkswagen,Polo,2015,petrol,full_service,155,6079.1,average,km,0.2467
3.31,4895.8,BMW,5 Series,2017,diesel,brake_service,77,3670.9,average,time,0.5686
1.01,1907.9,Hyundai,i20,2013,hybrid,full_service,118,7692.1,average,km,0.2062
1.09,1717.3,Hyundai,i20,2018,hybrid,oil_change,153,8009.5,average,time,0.1775
1.15,3600.3,Ford,Focus,2017,diesel,oil_change,107,11399.7,heavy,km,0.2474
0.77,2281.0,BMW,5 Series,2022,petrol,full_service,91,8719.0,heavy,km,0.2046
3.19,5019.0,Ford,Escape,2015,electric,oil_change,315,16085.3,average,time,0.2356
0.49,519.7,Toyota,Camry,2013,diesel,full_service,167,6683.8,average,time,0.0824
3.59,14982.9,Maruti,Vitara,2019,diesel,full_service,0,17.1,heavy,km,0.9991
2.48,3400.5,Ford,Escape,2019,petrol,full_service,115,5088.1,average,time,0.3967
1.1,2616.6,BMW,3 Series,2012,diesel,oil_change,124,9383.4,heavy,km,0.2122
1.04,1579.5,Honda,Civic,2013,diesel,full_service,138,7272.8,average,time,0.1862
5.61,3668.3,Honda,Accord,2012,diesel,inspection,22,484.9,light,time,0.8846
0.51,726.1,Honda,CR-V,2023,petrol,full_service,164,8431.6,average,time,0.0858
2.39,3982.3,Hyundai,Tucson,2011,petrol,full_service,74,4017.7,average,km,0.4938
6.33,9193.1,Honda,Civic,2013,hybrid,full_service,9,406.9,average,km,0.9539
5.26,8555.7,Toyota,Corolla,2014,diesel,full_service,14,760.7,average,time,0.9192
3.18,3989.9,BMW,5 Series,2012,petrol,oil_change,89,3690.6,average,time,0.5215
5.64,7967.7,Hyundai,i20,2016,petrol,full_service,40,1864.2,average,time,0.8108
3.46,4223.4,BMW,3 Series,2019,petrol,oil_change,84,3399.5,average,time,0.5551
3.54,6541.5,BMW,3 Series,2013,petrol,oil_change,25,1458.5,average,km,0.8097
5.7,10606.5,BMW,X3,2021,diesel,oil_change,16,1008.3,average,time,0.9133
1.18,2027.8,Honda,Civic,2022,petrol,full_service,149,8209.9,average,time,0.1952
2.67,4078.4,Ford,Fiesta,2024,petrol,full_service,141,6921.6,average,km,0.3664
3.98,6318.1,Ford,Focus,2014,diesel,oil_change,46,2413.0,average,time,0.7245
4.99,5582.0,Toyota,RAV4,2021,electric,inspection,269,9977.2,average,time,0.3609
3.36,5224.5,Volkswagen,Tiguan,2020,hybrid,oil_change,77,3881.9,average,time,0.5712
5.57,8632.2,Honda,CR-V,2020,petrol,oil_change,27,1348.7,average,time,0.8635
3.87,5010.3,Honda,Civic,2010,diesel,inspection,57,2458.4,average,time,0.6734
2.17,6071.1,Hyundai,Creta,2010,petrol,brake_service,21,1928.9,heavy,km,0.7595
0.71,2189.8,Volkswagen,Tiguan,2014,petrol,brake_service,56,5810.2,heavy,km,0.2789
1.67,6038.8,Maruti,Swift,2016,diesel,oil_change,75,8961.2,heavy,km,0.404
5.8,9587.2,Maruti,Vitara,2023,petrol,oil_change,28,1412.8,average,km,0.8632
2.06,1905.1,Ford,Focus,2012,petrol,full_service,101,2980.4,light,time,0.3828
1.34,2454.1,Ford,Focus,2015,petrol,oil_change,92,5545.9,average,km,0.307
10.7,26998.5,Toyota,RAV4,2021,electric,full_service,53,4407.5,heavy,time,0.8595
7.03,5306.2,Honda,Civic,2019,petrol,inspection,3,64.0,light,time,0.9882
6.17,9837.0,Toyota,RAV4,2022,diesel,oil_change,12,629.8,average,time,0.9399
7.13,10807.9,Ford,Focus,2010,electric,full_service,132,6543.1,average,time,0.6222
4.17,6203.4,Toyota,Corolla,2018,petrol,full_service,64,3133.6,average,time,0.6648
1.55,4721.7,Honda,CR-V,2023,petrol,oil_change,60,6278.3,heavy,km,0.4384
2.83,3226.1,Maruti,Baleno,2023,petrol,oil_change,104,3939.1,light,time,0.4526
3.0,3348.1,Ford,Escape,2016,diesel,oil_change,76,2774.6,average,time,0.5446
2.89,2545.6,Toyota,Corolla,2019,petrol,full_service,82,2399.8,light,time,0.5168
1.38,786.2,Toyota,Camry,2016,diesel,oil_change,136,2729.2,light,time,0.2368
0.33,287.5,Honda,Accord,2012,petrol,full_service,164,4110.1,light,time,0.0582
0.37,261.8,Honda,CR-V,2010,diesel,oil_change,185,3882.2,light,time,0.0567
0.43,1419.6,Volkswagen,Golf,2015,petrol,full_service,62,6580.4,heavy,km,0.1745
1.92,1432.8,Toyota,RAV4,2021,petrol,brake_service,93,2228.2,light,time,0.3859
2.04,7148.2,Volkswagen,Tiguan,2016,petrol,full_service,25,2851.8,heavy,km,0.7099
0.56,2152.3,BMW,3 Series,2016,petrol,inspection,63,7847.7,heavy,km,0.2121
0.22,356.5,Hyundai,Creta,2018,petrol,inspection,176,9643.5,average,km,0.0361
2.85,5185.4,Volkswagen,Polo,2017,petrol,oil_change,81,4814.6,average,km,0.5185
0.0,0.0,Toyota,Corolla,2010,diesel,brake_service,192,3997.5,light,time,0.0006
8.66,5391.2,Volkswagen,Polo,2023,electric,full_service,55,1131.0,light,time,0.8284
1.45,1328.1,Volkswagen,Tiguan,2013,petrol,oil_change,152,4177.6,light,time,0.2254
5.43,8591.4,Volkswagen,Polo,2010,hybrid,full_service,19,1008.6,average,km,0.8977
1.0,3249.7,Maruti,Vitara,2021,diesel,full_service,120,13250.3,heavy,km,0.2021
0.56,1005.6,Toyota,RAV4,2010,diesel,inspection,141,8402.8,average,time,0.1077
0.4,848.6,Hyundai,Tucson,2014,petrol,oil_change,101,7151.4,heavy,km,0.108
0.21,196.9,Hyundai,Creta,2020,diesel,oil_change,184,4291.6,light,time,0.0336
1.64,2926.9,Toyota,RAV4,2020,petrol,full_service,121,7073.1,average,km,0.2914
1.62,3039.7,Ford,Escape,2019,hybrid,oil_change,111,6735.2,average,time,0.3087
2.69,8040.8,Maruti,Swift,2019,petrol,full_service,19,1959.2,heavy,km,0.8143
2.95,3608.1,Honda,CR-V,2013,petrol,oil_change,110,4391.9,average,km,0.4505
0.97,4314.0,Toyota,Camry,2010,petrol,oil_change,26,3686.0,heavy,km,0.5332
1.06,988.2,BMW,5 Series,2019,electric,oil_change,273,8399.5,light,time,0.1053
4.38,7812.2,BMW,5 Series,2024,petrol,full_service,27,1585.2,average,time,0.832
2.9,4406.5,Ford,Focus,2017,petrol,oil_change,109,5593.5,average,km,0.4467
0.25,264.5,Ford,Fiesta,2017,petrol,full_service,197,6267.0,light,time,0.0367
0.26,150.4,Honda,CR-V,2014,petrol,oil_change,172,2977.8,light,time,0.0439
0.55,1721.1,Honda,CR-V,2019,petrol,inspection,82,8278.9,heavy,km,0.1699
7.82,13811.9,BMW,3 Series,2010,electric,brake_service,128,7455.7,average,time,0.6505
2.17,7448.3,Toyota,RAV4,2011,diesel,brake_service,40,4551.7,heavy,km,0.6223
3.17,3673.2,Honda,Accord,2015,petrol,full_service,55,2083.4,average,time,0.6363
4.09,10031.4,BMW,5 Series,2010,diesel,oil_change,24,1968.6,heavy,km,0.8395
0.41,280.1,Volkswagen,Tiguan,2017,petrol,inspection,163,3144.3,light,time,0.0703
3.73,10007.7,Maruti,Swift,2024,petrol,oil_change,12,992.3,heavy,km,0.9072
1.22,4072.3,BMW,X3,2013,petrol,oil_change,35,3927.7,heavy,km,0.5154
2.05,1727.9,Hyundai,i20,2019,electric,inspection,321,9332.0,light,time,0.1625
5.97,9710.2,Honda,Civic,2018,petrol,inspection,6,289.8,average,km,0.9704
3.49,2357.7,BMW,X3,2021,electric,brake_service,267,5989.2,light,time,0.2846
0.03,68.9,Honda,Accord,2015,hybrid,oil_change,77,9531.1,heavy,km,0.0105
0.37,1357.5,Ford,Focus,2016,diesel,oil_change,112,13642.5,heavy,km,0.0905
0.64,469.9,Ford,Focus,2011,petrol,oil_change,163,4169.7,light,time,0.1066
0.03,156.0,Maruti,Swift,2013,diesel,full_service,123,11844.0,heavy,km,0.0079
3.12,5325.4,BMW,5 Series,2013,petrol,oil_change,46,2674.6,average,km,0.676
1.58,6368.2,Maruti,Swift,2015,petrol,oil_change,13,1631.8,heavy,km,0.7906
5.79,6613.6,Toyota,Camry,2015,petrol,full_service,18,682.0,average,time,0.9062
0.76,2159.0,Ford,Fiesta,2017,petrol,oil_change,82,7841.0,heavy,km,0.2199
0.33,236.4,Hyundai,i20,2018,diesel,inspection,194,4730.9,light,time,0.0492
0.76,764.7,BMW,X3,2015,diesel,oil_change,171,5961.1,light,time,0.1188
3.31,5198.3,Ford,Escape,2015,petrol,full_service,54,2801.7,average,km,0.6514
1.22,1848.3,Toyota,Camry,2020,petrol,full_service,107,5421.6,average,time,0.2581
0.0,47.8,Maruti,Swift,2010,petrol,full_service,165,5328.2,light,time,0.0
4.32,8666.1,Hyundai,i20,2020,hybrid,full_service,50,3333.9,average,km,0.7244
4.6,4503.9,Toyota,Camry,2016,petrol,inspection,39,1247.1,light,time,0.7814
1.23,2547.5,Hyundai,Tucson,2014,petrol,oil_change,82,5452.5,average,km,0.3136
1.93,1281.6,Volkswagen,Polo,2019,petrol,inspection,127,2902.9,light,time,0.3158
6.52,9353.2,Maruti,Swift,2016,hybrid,oil_change,7,325.6,average,time,0.9664
5.05,4377.8,Volkswagen,Golf,2011,petrol,oil_change,67,1942.7,light,time,0.6965
0.19,477.6,Hyundai,Creta,2012,petrol,oil_change,118,7522.4,average,km,0.0463
5.3,9240.1,Volkswagen,Golf,2020,hybrid,oil_change,20,1129.2,average,time,0.8917
3.67,2267.0,Maruti,Swift,2021,petrol,inspection,56,1129.7,light,time,0.6657
6.71,12132.8,Volkswagen,Polo,2013,electric,full_service,133,7916.2,average,time,0.605
5.32,2945.9,BMW,3 Series,2011,diesel,oil_change,0,2.7,light,time,0.9991
0.46,1703.8,Toyota,Camry,2015,petrol,oil_change,49,6296.2,heavy,km,0.224
2.3,1371.9,Maruti,Vitara,2013,petrol,oil_change,110,2205.0,light,time,0.3879
3.91,5584.7,Hyundai,i20,2019,petrol,full_service,47,2213.2,average,time,0.7166
2.67,6326.3,Maruti,Vitara,2024,petrol,oil_change,63,4673.7,heavy,km,0.5646
1.14,3903.2,Ford,Fiesta,2013,petrol,full_service,37,4096.8,heavy,km,0.4853
0.5,612.3,Hyundai,Creta,2022,diesel,full_service,182,8129.9,average,time,0.0771
0.66,1863.8,Toyota,Camry,2010,petrol,oil_change,62,6136.2,heavy,km,0.2445
2.36,7381.3,Maruti,Baleno,2013,diesel,full_service,45,4618.7,heavy,km,0.6143
2.12,6609.8,Toyota,Corolla,2011,hybrid,full_service,30,2990.2,heavy,km,0.6832
5.55,11050.9,BMW,X3,2019,diesel,oil_change,19,1219.5,average,time,0.9003
1.17,2938.8,BMW,5 Series,2024,petrol,oil_change,97,8061.2,heavy,km,0.267
0.56,369.8,BMW,X3,2017,petrol,oil_change,185,4167.9,light,time,0.0836
0.46,867.2,BMW,3 Series,2010,petrol,oil_change,113,7132.8,average,km,0.1115
2.27,3388.6,Ford,Focus,2010,diesel,full_service,163,7940.2,average,time,0.2977
5.79,14748.5,Maruti,Baleno,2010,electric,oil_change,147,12347.0,heavy,time,0.5448
1.65,6259.2,Ford,Focus,2010,petrol,oil_change,13,1740.8,heavy,km,0.7901
3.24,5213.9,Volkswagen,Golf,2016,hybrid,oil_change,50,2660.2,average,time,0.6618
1.6,2336.3,Honda,Accord,2022,petrol,oil_change,142,7002.4,average,time,0.2552
0.99,1900.8,BMW,X3,2014,hybrid,oil_change,123,7699.2,average,km,0.197
